ASV5	gi|1904994187|gb|MK504652.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.891	311	313	530	19	0	0	1	311	528	218	Cupolaconcha meroclista voucher CmP.L2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.38e-127	470	99	99
ASV5	gi|1904994969|gb|MK505026.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Cupolaconcha meroclista voucher CmG.L2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240201|gb|HM453483.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240199|gb|HM453482.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 20 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240195|gb|HM453480.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 18 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240179|gb|HM453472.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240177|gb|HM453471.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240173|gb|HM453469.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240171|gb|HM453468.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV5	gi|336240167|gb|HM453466.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.610	313	313	530	20	0	0	1	313	528	216	Dendropoma meroclista haplotype 4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	4.95e-127	468	100	100
ASV7	gi|1904994187|gb|MK504652.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.891	311	312	530	19	0	0	2	312	218	528	Cupolaconcha meroclista voucher CmP.L2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.37e-127	470	99	99
ASV7	gi|1904994969|gb|MK505026.1|	1522082	Cupolaconcha meroclista	Cupolaconcha meroclista	Eukaryota	93.590	312	312	530	20	0	0	1	312	217	528	Cupolaconcha meroclista voucher CmG.L2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.77e-126	466	100	100
